sg_ue,cd_municipio_ibge,nome_municipio,uf,icat_medio,cat_medio_camara
73334,1701309,ARAGOMINAS,TO,33.49444444444445,2. ruim
73342,1713957,MURICILANDIA,TO,13.693333333333333,1. péssimo
73350,1718865,SANTA FE DO ARAGUAIA,TO,23.13222222222222,1. péssimo
73369,1711506,JAU DO TOCANTINS,TO,33.26222222222222,2. ruim
73377,1720853,SUCUPIRA,TO,10.627777777777778,1. péssimo
73385,1711902,LAGOA DA CONFUSAO,TO,18.203636363636363,1. péssimo
73393,1720259,SAO SALVADOR DO TOCANTINS,TO,48.19,2. ruim
73407,1712009,LAJEADO,TO,18,1. péssimo
73415,1718709,RIO DOS BOIS,TO,24.104444444444447,1. péssimo
73423,1703891,CARRASCO BONITO,TO,15.573333333333334,1. péssimo
73431,1718659,RIO DA CONCEICAO,TO,45.17111111111112,2. ruim
73440,1721000,PALMAS,TO,20.523478260869567,1. péssimo
73458,1721257,TUPIRAMA,TO,15.362222222222222,1. péssimo
73466,1715507,OLIVEIRA DE FATIMA,TO,25.78666666666667,2. ruim
73474,1704600,CHAPADA DE AREIA,TO,15.73,1. péssimo
73482,1705102,CHAPADA DA NATIVIDADE,TO,25.04888888888889,2. ruim
73504,1720978,TALISMA,TO,18.608888888888888,1. péssimo
73512,1700301,AGUIARNOPOLIS,TO,15.293333333333333,1. péssimo
73520,1712454,LUZINOPOLIS,TO,15.328888888888889,1. péssimo
73539,1720002,SANTA TEREZINHA DO TOCANTINS,TO,14.626666666666667,1. péssimo
73547,1718899,SANTA RITA DO TOCANTINS,TO,40.95375,2. ruim
73555,1706258,CRIXAS DO TOCANTINS,TO,12.24,1. péssimo
73563,1713700,MONTE SANTO DO TOCANTINS,TO,13.69,1. péssimo
73571,1718451,PUGMIL,TO,12.324285714285715,1. péssimo
73580,1703057,BANDEIRANTES DO TOCANTINS,TO,16.31888888888889,1. péssimo
73598,1709807,IPUEIRAS,TO,15.688888888888888,1. péssimo
73601,1712157,LAVANDEIRA,TO,16.801111111111112,1. péssimo
73610,1703073,BARRA DO OURO,TO,15.091111111111111,1. péssimo
89788,5103254,COLNIZA,MT,15.977272727272727,1. péssimo
89796,5103205,COLIDER,MT,14.527692307692307,1. péssimo
89800,5103437,CURVELANDIA,MT,24.95777777777778,1. péssimo
89818,5106208,NOVA BRASILANDIA,MT,43.56777777777778,2. ruim
89826,5106190,NOVA SANTA HELENA,MT,15.362222222222222,1. péssimo
89834,5106307,PARANATINGA,MT,14.211818181818181,1. péssimo
89843,5107792,SANTO ANTONIO DO LESTE,MT,19.115555555555556,1. péssimo
89850,5107909,SINOP,MT,14.427333333333333,1. péssimo
89877,5100250,ALTA FLORESTA,MT,18.954,1. péssimo
89893,5101258,ARAPUTANGA,MT,23.686666666666667,1. péssimo
89915,5105002,JAURU,MT,22.607777777777777,1. péssimo
89931,5107107,SAO JOSE DOS QUATRO MARCOS,MT,21.748181818181816,1. péssimo
89958,5107206,RIO BRANCO,MT,19.56,1. péssimo
89960,5107578,RONDOLANDIA,MT,16.325555555555557,1. péssimo
89974,5107750,SALTO DO CEU,MT,13.985555555555555,1. péssimo
89990,5106752,PONTES E LACERDA,MT,12.492222222222223,1. péssimo
90018,5100102,ACORIZAL,MT,26.093333333333334,2. ruim
90026,5107297,SAO JOSE DO POVO,MT,36.42777777777778,2. ruim
90042,5100359,ALTO BOA VISTA,MT,29.36777777777778,2. ruim
90050,5100300,ALTO ARAGUAIA,MT,29.53727272727273,2. ruim
90069,5107065,QUERENCIA,MT,15.192727272727273,1. péssimo
90077,5100409,ALTO GARCAS,MT,18.112222222222222,1. péssimo
90085,5102694,CANABRAVA DO NORTE,MT,20.793333333333333,1. péssimo
90093,5100508,ALTO PARAGUAI,MT,29.391111111111112,2. ruim
90107,5107248,SANTA CARMEM,MT,17.77888888888889,1. péssimo
90123,5108907,NOVA MARINGA,MT,17.897777777777776,1. péssimo
90140,5108808,NOVA GUARITA,MT,14.516666666666666,1. péssimo
90166,5108857,NOVA MARILANDIA,MT,16.081111111111113,1. péssimo
90182,5106851,PORTO ESTRELA,MT,32.68222222222222,2. ruim
90204,5103957,GLORIA D'OESTE,MT,15.604444444444445,1. péssimo
90220,5107941,TABAPORA,MT,12.724444444444444,1. péssimo
90239,5101209,ARAGUAINHA,MT,19.32111111111111,1. péssimo
90247,5107354,SAO JOSE DO XINGU,MT,31.63888888888889,2. ruim
90255,5101308,ARENAPOLIS,MT,16.081111111111113,1. péssimo
90263,5100805,APIACAS,MT,13.926666666666668,1. péssimo
90271,5101407,ARIPUANA,MT,14.523636363636363,1. péssimo
90280,5103353,CONFRESA,MT,19.894545454545455,1. péssimo
90301,5105234,LAMBARI D'OESTE,MT,20.605555555555554,1. péssimo
90310,5101605,BARAO DE MELGACO,MT,16.675,1. péssimo
90328,5107263,SANTO AFONSO,MT,13.413333333333332,1. péssimo
90336,5101704,BARRA DO BUGRES,MT,13.09,1. péssimo
90344,5106455,PLANALTO DA SERRA,MT,23.84777777777778,1. péssimo
90352,5101803,BARRA DO GARCAS,MT,17.813846153846153,1. péssimo
90360,5108956,NOVA MONTE VERDE,MT,15.7,1. péssimo
90387,5106158,NOVA BANDEIRANTES,MT,13.797777777777778,1. péssimo
90425,5103379,COTRIGUACU,MT,13.973333333333333,1. péssimo
90441,5107198,RIBEIRAOZINHO,MT,42.57222222222222,2. ruim
90468,5101902,BRASNORTE,MT,23.061818181818182,1. péssimo
90476,5102504,CACERES,MT,30.726666666666667,2. ruim
90484,5102637,CAMPO NOVO DO PARECIS,MT,21.682222222222222,1. péssimo
90506,5102678,CAMPO VERDE,MT,18.548461538461538,1. péssimo
90522,5103056,CLAUDIA,MT,15.817777777777778,1. péssimo
90549,5102850,CASTANHEIRA,MT,19.903333333333332,1. péssimo
90565,5104906,JANGADA,MT,27.90888888888889,2. ruim
90581,5105176,JURUENA,MT,26.505555555555556,2. ruim
90590,5103007,CHAPADA DOS GUIMARAES,MT,15.732727272727272,1. péssimo
90603,5105259,LUCAS DO RIO VERDE,MT,15.62,1. péssimo
90620,5105606,MATUPA,MT,13.605555555555556,1. péssimo
90646,5106224,NOVA MUTUM,MT,14.401538461538461,1. péssimo
90662,5107180,RIBEIRAO CASCALHEIRA,MT,30.826666666666664,2. ruim
90670,5103403,CUIABA,MT,29.99923076923077,2. ruim
90689,5108006,TAPURAH,MT,13.255555555555555,1. péssimo
90697,5103502,DIAMANTINO,MT,15.65,1. péssimo
90700,5106653,PONTAL DO ARAGUAIA,MT,33.693333333333335,2. ruim
90719,5103601,DOM AQUINO,MT,27.785555555555554,2. ruim
90727,5107875,SAPEZAL,MT,13.558181818181819,1. péssimo
90743,5102686,CAMPOS DE JULIO,MT,14.976666666666667,1. péssimo
90760,5102793,CARLINDA,MT,17.537777777777777,1. péssimo
90778,5103908,GENERAL CARNEIRO,MT,33.44111111111111,2. ruim
90786,5103700,FELIZ NATAL,MT,25.26,2. ruim
90808,5106265,NOVO MUNDO,MT,19.537777777777777,1. péssimo
90824,5103858,GAUCHA DO NORTE,MT,19.093333333333334,1. péssimo
90832,5104203,GUIRATINGA,MT,17.59111111111111,1. péssimo
90840,5108303,UNIAO DO SUL,MT,20.965555555555554,1. péssimo
90867,5106182,NOVA LACERDA,MT,13.676666666666666,1. péssimo
90883,5106240,NOVA UBIRATA,MT,25.415555555555557,2. ruim
90905,5101852,BOM JESUS DO ARAGUAIA,MT,39.79333333333333,2. ruim
90913,5104609,ITIQUIRA,MT,23.2975,1. péssimo
90921,5107883,SERRA NOVA DOURADA,MT,20.263333333333335,1. péssimo
90948,5106315,NOVO SANTO ANTONIO,MT,30.184444444444445,2. ruim
90964,5106174,NOVA NAZARE,MT,25.90111111111111,2. ruim
90980,5107743,SANTA CRUZ DO XINGU,MT,15.172222222222222,1. péssimo
91006,5103361,CONQUISTA D'OESTE,MT,11.02875,1. péssimo
91022,5108352,VALE DE SAO DOMINGOS,MT,15.662222222222223,1. péssimo
91049,5107768,SANTA RITA DO TRIVELATO,MT,32.68555555555555,2. ruim
91057,5105309,LUCIARA,MT,31.386666666666667,2. ruim
91081,5104526,IPIRANGA DO NORTE,MT,12.735555555555555,1. péssimo
91090,5105507,VILA BELA DA SANTISSIMA TRINDADE,MT,19.21,1. péssimo
91103,5104542,ITANHANGA,MT,22.904444444444444,1. péssimo
91170,5105903,NOBRES,MT,24.508181818181818,1. péssimo
91197,5106000,NORTELANDIA,MT,26.63,2. ruim
91219,5106109,NOSSA SENHORA DO LIVRAMENTO,MT,32.45444444444444,2. ruim
91294,5106505,POCONE,MT,27.958181818181817,2. ruim
91332,5106703,PONTE BRANCA,MT,35.946666666666665,2. ruim
91359,5106802,PORTO DOS GAUCHOS,MT,27.257777777777775,2. ruim
91391,5107008,POXOREO,MT,16.243636363636362,1. péssimo
91510,5107602,RONDONOPOLIS,MT,29.848095238095237,2. ruim
91537,5107701,ROSARIO OESTE,MT,23.78727272727273,1. péssimo
91553,5107800,SANTO ANTONIO DO LEVERGER,MT,31.423636363636362,2. ruim
91618,5108105,TESOURO,MT,51.04111111111111,3. regular
91634,5108204,TORIXOREU,MT,36.43555555555555,2. ruim
91677,5108402,VARZEA GRANDE,MT,24.213636363636365,1. péssimo
91774,5105622,MIRASSOL D'OESTE,MT,15.291818181818181,1. péssimo
91812,5106372,PEDRA PRETA,MT,27.985454545454544,2. ruim
91839,5107859,SAO FELIX DO ARAGUAIA,MT,17.223333333333333,1. péssimo
91855,5107958,TANGARA DA SERRA,MT,15.397857142857143,1. péssimo
91910,5100201,AGUA BOA,MT,19.313636363636363,1. péssimo
91936,5102702,CANARANA,MT,15.00909090909091,1. péssimo
91952,5106257,NOVA XAVANTINA,MT,17.324545454545454,1. péssimo
91979,5107776,SANTA TEREZINHA,MT,36.05111111111111,2. ruim
91995,5107305,SAO JOSE DO RIO CLARO,MT,12.501111111111111,1. péssimo
92002,1703206,BERNARDO SAYAO,TO,26.18888888888889,2. ruim
92045,1703800,BURITI DO TOCANTINS,TO,15.198888888888888,1. péssimo
92070,1700400,ALMAS,TO,20.194444444444446,1. péssimo
92088,1703909,CASEARA,TO,34.90222222222222,2. ruim
92134,1700707,ALVORADA,TO,26.383333333333333,2. ruim
92142,1705557,COMBINADO,TO,16.236666666666668,1. péssimo
92185,1707108,DIVINOPOLIS DO TOCANTINS,TO,32.602222222222224,2. ruim
92193,1701002,ANANAS,TO,24.093333333333334,1. péssimo
92240,1708304,GOIANORTE,TO,33.93333333333333,2. ruim
92304,1712504,MARIANOPOLIS DO TOCANTINS,TO,19.560000000000002,1. péssimo
92371,1701903,ARAGUACEMA,TO,16.36888888888889,1. péssimo
92398,1702000,ARAGUACU,TO,12.86125,1. péssimo
92401,1715002,NOVA ROSALANDIA,TO,16.33111111111111,1. péssimo
92410,1702109,ARAGUAINA,TO,20.78157894736842,1. péssimo
92436,1702208,ARAGUATINS,TO,23.751538461538463,1. péssimo
92452,1702307,ARAPOEMA,TO,17.108888888888888,1. péssimo
92479,1702406,ARRAIAS,TO,26.276666666666667,2. ruim
92487,1716653,PEQUIZEIRO,TO,23.06111111111111,1. péssimo
92509,1718006,PORTO ALEGRE DO TOCANTINS,TO,28.24222222222222,2. ruim
92525,1718303,PRAIA NORTE,TO,17.833333333333332,1. péssimo
92533,1702703,AURORA DO TOCANTINS,TO,14.604444444444445,1. péssimo
92541,1718808,SAMPAIO,TO,30.704444444444444,2. ruim
92576,1702901,AXIXA DO TOCANTINS,TO,21.66888888888889,1. péssimo
92584,1718907,SANTA ROSA DO TOCANTINS,TO,16.09777777777778,1. péssimo
92592,1703008,BABACULANDIA,TO,14.802222222222222,1. péssimo
92606,1719004,SANTA TEREZA DO TOCANTINS,TO,18.54111111111111,1. péssimo
92681,1720499,SAO VALERIO DA NATIVIDADE,TO,21.65125,1. péssimo
92738,1703701,BREJINHO DE NAZARE,TO,24.28,1. péssimo
93114,1705508,COLINAS DO TOCANTINS,TO,22.223846153846154,1. péssimo
93130,1705607,CONCEICAO DO TOCANTINS,TO,40.39888888888889,2. ruim
93211,1706001,COUTO MAGALHAES,TO,35.09,2. ruim
93238,1706100,CRISTALANDIA,TO,17.20888888888889,1. péssimo
93416,1707009,DIANOPOLIS,TO,29.869,2. ruim
93459,1707207,DOIS IRMAOS DO TOCANTINS,TO,14.977777777777778,1. péssimo
93475,1707306,DUERE,TO,27.55888888888889,2. ruim
93556,1707702,FILADELFIA,TO,29.002222222222223,2. ruim
93653,1708205,FORMOSO DO ARAGUAIA,TO,29.23818181818182,2. ruim
93858,1709500,GURUPI,TO,28.95,2. ruim
94056,1710508,ITACAJA,TO,40.382222222222225,2. ruim
94099,1710706,ITAGUATINS,TO,25.366666666666667,2. ruim
94170,1711100,ITAPORA DO TOCANTINS,TO,16.448888888888888,1. péssimo
94617,1713205,MIRACEMA DO TOCANTINS,TO,33.43909090909091,2. ruim
94633,1713304,MIRANORTE,TO,12.927777777777777,1. péssimo
94692,1713601,MONTE DO CARMO,TO,17.254285714285714,1. péssimo
94811,1714203,NATIVIDADE,TO,16.198888888888888,1. péssimo
94838,1714302,NAZARE,TO,17.344444444444445,1. péssimo
94994,1715101,NOVO ACORDO,TO,16.19333333333333,1. péssimo
95192,1716109,PARAISO DO TOCANTINS,TO,18.90357142857143,1. péssimo
95214,1716208,PARANA,TO,22.616666666666667,1. péssimo
95257,1716505,PEDRO AFONSO,TO,23.58888888888889,1. péssimo
95273,1716604,PEIXE,TO,23.29222222222222,1. péssimo
95290,1716703,COLMEIA,TO,27.919999999999998,2. ruim
95338,1709005,GOIATINS,TO,28.586666666666666,2. ruim
95370,1717008,PINDORAMA DO TOCANTINS,TO,16.676666666666666,1. péssimo
95478,1717503,PIUM,TO,17.38,1. péssimo
95516,1717800,PONTE ALTA DO BOM JESUS,TO,24.576666666666668,1. péssimo
95532,1717909,PONTE ALTA DO TOCANTINS,TO,15.94142857142857,1. péssimo
95591,1718204,PORTO NACIONAL,TO,16.033333333333335,1. péssimo
95699,1712405,LIZARDA,TO,28.72888888888889,2. ruim
96032,1720309,SAO SEBASTIAO DO TOCANTINS,TO,14.165555555555555,1. péssimo
96130,1720804,SITIO NOVO DO TOCANTINS,TO,15.504444444444443,1. péssimo
96156,1720903,TAGUATINGA,TO,35.60111111111111,2. ruim
96199,1721109,TOCANTINIA,TO,38.77333333333333,2. ruim
96210,1721208,TOCANTINOPOLIS,TO,25.415454545454544,2. ruim
96270,1709302,GUARAI,TO,20.982727272727274,1. péssimo
96296,1718402,PRESIDENTE KENNEDY,TO,14.548333333333334,1. péssimo
96431,1722107,XAMBIOA,TO,15.88888888888889,1. péssimo
96490,1715754,PALMEIROPOLIS,TO,23.830000000000002,1. péssimo
96598,1720655,SILVANOPOLIS,TO,17.106666666666666,1. péssimo
96636,1714880,NOVA OLINDA,TO,20.191111111111113,1. péssimo
96652,1722081,WANDERLANDIA,TO,16.477777777777778,1. péssimo
96679,1707652,FIGUEIROPOLIS,TO,26.45888888888889,2. ruim
96792,1718758,RIO SONO,TO,16.641111111111112,1. péssimo
96830,1707553,FATIMA,TO,14.802222222222222,1. péssimo
96857,1702554,AUGUSTINOPOLIS,TO,22.38,1. péssimo
96954,1700350,ALIANCA DO TOCANTINS,TO,27.326666666666668,2. ruim
96970,1701101,APARECIDA DO RIO NEGRO,TO,13.30888888888889,1. péssimo
96997,1703107,BARROLANDIA,TO,25.642222222222223,2. ruim
98191,5105101,JUARA,MT,20.30222222222222,1. péssimo
98310,5105150,JUINA,MT,19.39846153846154,1. péssimo
98337,5103452,DENISE,MT,18.398888888888887,1. péssimo
98353,1301852,IRANDUBA,AM,19.27846153846154,1. péssimo
98370,1301951,ITAMARATI,AM,18.064444444444444,1. péssimo
98396,1302553,MANAQUIRI,AM,15.874545454545455,1. péssimo
98418,1303536,PRESIDENTE FIGUEIREDO,AM,20.002499999999998,1. péssimo
98434,1303569,RIO PRETO DA EVA,AM,21.596153846153847,1. péssimo
98450,1303957,SAO SEBASTIAO DO UATUMA,AM,20.893333333333334,1. péssimo
98477,1304062,TABATINGA,AM,16.394615384615385,1. péssimo
98493,1304260,UARINI,AM,27.764444444444443,2. ruim
98515,1304237,TONANTINS,AM,20.56909090909091,1. péssimo
98612,5100607,ALTO TAQUARI,MT,21.772222222222222,1. péssimo
98639,5101001,ARAGUAIANA,MT,26.39,2. ruim
98655,5102603,CAMPINAPOLIS,MT,33.834545454545456,2. ruim
98671,5103106,COCALINHO,MT,25.473333333333333,2. ruim
98698,5104559,ITAUBA,MT,25.58111111111111,2. ruim
98710,5105580,MARCELANDIA,MT,16.448888888888888,1. péssimo
98736,5106232,NOVA OLIMPIA,MT,14.635555555555555,1. péssimo
98752,5106216,NOVA CANAA DO NORTE,MT,15.29111111111111,1. péssimo
98779,5106281,NOVO SAO JOAQUIM,MT,14.431111111111111,1. péssimo
98795,5106273,NOVO HORIZONTE DO NORTE,MT,18.643333333333334,1. péssimo
98817,5106422,PEIXOTO DE AZEVEDO,MT,17.23,1. péssimo
98833,5106299,PARANAITA,MT,15.427777777777777,1. péssimo
98850,5106778,PORTO ALEGRE DO NORTE,MT,21.854444444444443,1. péssimo
98876,5106828,PORTO ESPERIDIAO,MT,26.785555555555558,2. ruim
98892,5107040,PRIMAVERA DO LESTE,MT,18.645333333333333,1. péssimo
98914,5107156,RESERVA DO CABACAL,MT,16.308888888888887,1. péssimo
98930,5107925,SORRISO,MT,12.806363636363637,1. péssimo
98957,5108055,TERRA NOVA DO NORTE,MT,29.698888888888888,2. ruim
98973,5108501,VERA,MT,15.805555555555555,1. péssimo
98990,5108600,VILA RICA,MT,15.44,1. péssimo
99015,5103304,COMODORO,MT,25.45,2. ruim
99031,5103809,FIGUEIROPOLIS D'OESTE,MT,14.47,1. péssimo
99058,5104104,GUARANTA DO NORTE,MT,16.968888888888888,1. péssimo
99074,5104500,INDIAVAI,MT,16.828888888888887,1. péssimo
