sg_uf,cd_municipio_ibge,nome_municipio.x,sg_partido_prefeito,icat_prefeito,sg_ue,nome_municipio.y,uf,icat_medio,cat_medio_camara,dist
RO,1101476,PRIMAVERA DE RONDÔNIA,PL,7.85,00728,PRIMAVERA DE RONDONIA,RO,15.612222222222222,1. péssimo,-7.762222222222222
RO,1100809,CANDEIAS DO JAMARI,REPUBLICANOS,14.1,00477,CANDEIAS DO JAMARI,RO,19.26181818181818,1. péssimo,-5.161818181818182
RO,1100338,NOVA MAMORÉ,PL,7.85,00434,NOVA MAMORE,RO,19.631818181818183,1. péssimo,-11.781818181818183
RO,1101500,SERINGUEIRAS,UNIÃO,15.68,00582,SERINGUEIRAS,RO,16.67111111111111,1. péssimo,-0.9911111111111097
RO,1100502,NOVO HORIZONTE DO OESTE,UNIÃO,15.68,00515,NOVO HORIZONTE DO OESTE,RO,16.63888888888889,1. péssimo,-0.9588888888888896
RO,1100320,SÃO MIGUEL DO GUAPORÉ,PODE,20.7,00418,SAO MIGUEL DO GUAPORE,RO,17.58,1. péssimo,3.120000000000001
RO,1100924,CHUPINGUAIA,PP,16.94,00809,CHUPINGUAIA,RO,16.31875,1. péssimo,0.6212499999999999
RO,1101757,VALE DO ANARI,MDB,17.41,00698,VALE DO ANARI,RO,20.797777777777778,1. péssimo,-3.387777777777778
RO,1101435,NOVA UNIÃO,PSD,23.02,00744,NOVA UNIAO,RO,24.38,1. péssimo,-1.3599999999999994
RO,1100031,CABIXI,MDB,17.41,00450,CABIXI,RO,15.904444444444444,1. péssimo,1.5055555555555564
RO,1101401,MONTE NEGRO,PSD,23.02,00663,MONTE NEGRO,RO,17.715555555555557,1. péssimo,5.304444444444442
RO,1100023,ARIQUEMES,UNIÃO,15.68,00078,ARIQUEMES,RO,15.225999999999999,1. péssimo,0.4540000000000006
RO,1101468,PIMENTEIRAS DO OESTE,UNIÃO,15.68,00787,PIMENTEIRAS DO OESTE,RO,15.526666666666667,1. péssimo,0.15333333333333243
RO,1100908,CASTANHEIRAS,PP,16.94,00531,CASTANHEIRAS,RO,24.124444444444446,1. péssimo,-7.184444444444445
RO,1100403,ALTO PARAÍSO,REPUBLICANOS,14.1,00639,ALTO PARAISO,RO,15.168888888888889,1. péssimo,-1.068888888888889
RO,1100189,PIMENTA BUENO,PODE,20.7,00116,PIMENTA BUENO,RO,14.28875,1. péssimo,6.411249999999999
RO,1100106,GUAJARÁ-MIRIM,PP,16.94,00019,GUAJARA-MIRIM,RO,19.72,1. péssimo,-2.7799999999999976
RO,1101005,GOVERNADOR JORGE TEIXEIRA,PP,16.94,00612,GOVERNADOR JORGE TEIXEIRA,RO,17.76888888888889,1. péssimo,-0.828888888888887
RO,1100304,VILHENA,PODE,20.7,00132,VILHENA,RO,16.184615384615384,1. péssimo,4.515384615384615
RO,1100940,CUJUBIM,UNIÃO,15.68,00680,CUJUBIM,RO,16.232222222222223,1. péssimo,-0.5522222222222233
RO,1100122,JI-PARANÁ,PL,7.85,00051,JI-PARANA,RO,15.44125,1. péssimo,-7.5912500000000005
RO,1100288,ROLIM DE MOURA,UNIÃO,15.68,00299,ROLIM DE MOURA,RO,15.455714285714285,1. péssimo,0.2242857142857151
RO,1100130,MACHADINHO D'OESTE,PL,7.85,00396,MACHADINHO D'OESTE,RO,17.633636363636363,1. péssimo,-9.783636363636363
RO,1100346,ALVORADA DO OESTE,UNIÃO,15.68,00337,ALVORADA D'OESTE,RO,14.743333333333332,1. péssimo,0.9366666666666674
RO,1100056,CEREJEIRAS,UNIÃO,15.68,00272,CEREJEIRAS,RO,19.407777777777778,1. péssimo,-3.727777777777778
RO,1100072,CORUMBIARA,UNIÃO,15.68,00655,CORUMBIARA,RO,24.287142857142857,1. péssimo,-8.607142857142858
RO,1101203,MINISTRO ANDREAZZA,PSD,23.02,00604,MINISTRO ANDREAZZA,RO,16.33222222222222,1. péssimo,6.687777777777779
RO,1101807,VALE DO PARAÍSO,PSD,23.02,00558,VALE DO PARAISO,RO,16.043333333333333,1. péssimo,6.976666666666667
RR,1400282,IRACEMA,REPUBLICANOS,14.1,03026,IRACEMA,RR,24.543333333333333,1. péssimo,-10.443333333333333
RR,1400308,MUCAJAÍ,REPUBLICANOS,14.1,03093,MUCAJAI,RR,30.784545454545455,2. ruim,-16.684545454545457
RR,1400159,BONFIM,REPUBLICANOS,14.1,03077,BONFIM,RR,23.975555555555555,1. péssimo,-9.875555555555556
RR,1400456,PACARAIMA,PP,16.94,03123,PACARAIMA,RR,21.23181818181818,1. péssimo,-4.291818181818179
RR,1400233,CAROEBE,REPUBLICANOS,14.1,03000,CAROEBE,RR,14.333333333333334,1. péssimo,-0.23333333333333428
RR,1400506,SÃO JOÃO DA BALIZA,PP,16.94,03131,SAO JOAO DA BALIZA,RR,21.32,1. péssimo,-4.379999999999999
RR,1400209,CARACARAÍ,PP,16.94,03034,CARACARAI,RR,24.495454545454546,1. péssimo,-7.555454545454545
RR,1400704,UIRAMUTÃ,REDE,83.33,03107,UIRAMUTA,RR,42.51555555555556,2. ruim,40.81444444444444
RR,1400050,ALTO ALEGRE,REPUBLICANOS,14.1,03050,ALTO ALEGRE,RR,21.91090909090909,1. péssimo,-7.810909090909091
RR,1400472,RORAINÓPOLIS,REPUBLICANOS,14.1,03085,RORAINOPOLIS,RR,29.566153846153846,2. ruim,-15.466153846153846
RR,1400027,AMAJARI,PP,16.94,03042,AMAJARI,RR,28.373333333333335,2. ruim,-11.433333333333334
RR,1400605,SÃO LUIZ,PP,16.94,03158,SAO LUIZ,RR,19.406666666666666,1. péssimo,-2.466666666666665
RR,1400100,BOA VISTA,MDB,17.41,03018,BOA VISTA,RR,23.521428571428572,1. péssimo,-6.111428571428572
RR,1400175,CANTÁ,PP,16.94,03069,CANTA,RR,20.084444444444443,1. péssimo,-3.144444444444442
RR,1400407,NORMANDIA,PP,16.94,03115,NORMANDIA,RR,18.02,1. péssimo,-1.0799999999999983
TO,1707207,DOIS IRMÃOS DO TOCANTINS,UNIÃO,15.68,93459,DOIS IRMAOS DO TOCANTINS,TO,14.977777777777778,1. péssimo,0.7022222222222219
TO,1711506,JAÚ DO TOCANTINS,PSD,23.02,73369,JAU DO TOCANTINS,TO,33.26222222222222,2. ruim,-10.242222222222221
TO,1703602,BRASILÂNDIA DO TOCANTINS,REPUBLICANOS,14.1,73245,BRASILANDIA DO TOCANTINS,TO,16.54222222222222,1. péssimo,-2.442222222222222
TO,1720903,TAGUATINGA,REPUBLICANOS,14.1,96156,TAGUATINGA,TO,35.60111111111111,2. ruim,-21.501111111111108
TO,1702554,AUGUSTINÓPOLIS,REPUBLICANOS,14.1,96857,AUGUSTINOPOLIS,TO,22.38,1. péssimo,-8.28
TO,1718907,SANTA ROSA DO TOCANTINS,PP,16.94,92584,SANTA ROSA DO TOCANTINS,TO,16.09777777777778,1. péssimo,0.8422222222222224
TO,1715754,PALMEIRÓPOLIS,PDT,56.75,96490,PALMEIROPOLIS,TO,23.830000000000002,1. péssimo,32.92
TO,1718550,RIACHINHO,REPUBLICANOS,14.1,73024,RIACHINHO,TO,15.117777777777778,1. péssimo,-1.0177777777777788
TO,1716505,PEDRO AFONSO,PP,16.94,95257,PEDRO AFONSO,TO,23.58888888888889,1. péssimo,-6.648888888888887
TO,1711803,JUARINA,UNIÃO,15.68,73253,JUARINA,TO,15.427777777777777,1. péssimo,0.25222222222222257
TO,1708304,GOIANORTE,REPUBLICANOS,14.1,92240,GOIANORTE,TO,33.93333333333333,2. ruim,-19.83333333333333
TO,1710508,ITACAJÁ,REPUBLICANOS,14.1,94056,ITACAJA,TO,40.382222222222225,2. ruim,-26.282222222222224
TO,1701101,APARECIDA DO RIO NEGRO,REPUBLICANOS,14.1,96970,APARECIDA DO RIO NEGRO,TO,13.30888888888889,1. péssimo,0.7911111111111104
TO,1704600,CHAPADA DE AREIA,REPUBLICANOS,14.1,73474,CHAPADA DE AREIA,TO,15.73,1. péssimo,-1.6300000000000008
TO,1720309,SÃO SEBASTIÃO DO TOCANTINS,PSD,23.02,96032,SAO SEBASTIAO DO TOCANTINS,TO,14.165555555555555,1. péssimo,8.854444444444445
TO,1717008,PINDORAMA DO TOCANTINS,PP,16.94,95370,PINDORAMA DO TOCANTINS,TO,16.676666666666666,1. péssimo,0.2633333333333354
TO,1721208,TOCANTINÓPOLIS,PL,7.85,96210,TOCANTINOPOLIS,TO,25.415454545454544,2. ruim,-17.565454545454543
TO,1715259,NOVO JARDIM,MDB,17.41,73172,NOVO JARDIM,TO,28.53777777777778,2. ruim,-11.12777777777778
TO,1713957,MURICILÂNDIA,REPUBLICANOS,14.1,73342,MURICILANDIA,TO,13.693333333333333,1. péssimo,0.4066666666666663
TO,1701903,ARAGUACEMA,UNIÃO,15.68,92371,ARAGUACEMA,TO,16.36888888888889,1. péssimo,-0.68888888888889
TO,1718501,RECURSOLÂNDIA,REPUBLICANOS,14.1,73229,RECURSOLANDIA,TO,21.426666666666666,1. péssimo,-7.326666666666666
TO,1706506,DARCINÓPOLIS,REPUBLICANOS,14.1,73032,DARCINOPOLIS,TO,14.86,1. péssimo,-0.7599999999999998
TO,1713700,MONTE SANTO DO TOCANTINS,UNIÃO,15.68,73563,MONTE SANTO DO TOCANTINS,TO,13.69,1. péssimo,1.9900000000000002
TO,1720150,SÃO FÉLIX DO TOCANTINS,REPUBLICANOS,14.1,73105,SAO FELIX DO TOCANTINS,TO,16.185555555555556,1. péssimo,-2.0855555555555565
TO,1702307,ARAPOEMA,REPUBLICANOS,14.1,92452,ARAPOEMA,TO,17.108888888888888,1. péssimo,-3.0088888888888885
TO,1700251,ABREULÂNDIA,PT,73.72,73008,ABREULANDIA,TO,44.891111111111115,2. ruim,28.828888888888883
TO,1714302,NAZARÉ,PSD,23.02,94838,NAZARE,TO,17.344444444444445,1. péssimo,5.675555555555555
TO,1703008,BABAÇULÂNDIA,REPUBLICANOS,14.1,92592,BABACULANDIA,TO,14.802222222222222,1. péssimo,-0.7022222222222219
TO,1712454,LUZINÓPOLIS,UNIÃO,15.68,73520,LUZINOPOLIS,TO,15.328888888888889,1. péssimo,0.35111111111111093
TO,1701309,ARAGOMINAS,REPUBLICANOS,14.1,73334,ARAGOMINAS,TO,33.49444444444445,2. ruim,-19.394444444444446
TO,1718808,SAMPAIO,REPUBLICANOS,14.1,92541,SAMPAIO,TO,30.704444444444444,2. ruim,-16.604444444444447
TO,1703701,BREJINHO DE NAZARÉ,UNIÃO,15.68,92738,BREJINHO DE NAZARE,TO,24.28,1. péssimo,-8.600000000000001
TO,1703073,BARRA DO OURO,REPUBLICANOS,14.1,73610,BARRA DO OURO,TO,15.091111111111111,1. péssimo,-0.9911111111111115
TO,1722107,XAMBIOÁ,REPUBLICANOS,14.1,96431,XAMBIOA,TO,15.88888888888889,1. péssimo,-1.7888888888888896
TO,1720200,SÃO MIGUEL DO TOCANTINS,REPUBLICANOS,14.1,73180,SAO MIGUEL DO TOCANTINS,TO,29.15888888888889,2. ruim,-15.05888888888889
TO,1717909,PONTE ALTA DO TOCANTINS,PP,16.94,95532,PONTE ALTA DO TOCANTINS,TO,15.94142857142857,1. péssimo,0.9985714285714309
TO,1715507,OLIVEIRA DE FÁTIMA,PP,16.94,73466,OLIVEIRA DE FATIMA,TO,25.78666666666667,2. ruim,-8.846666666666668
TO,1720853,SUCUPIRA,REPUBLICANOS,14.1,73377,SUCUPIRA,TO,10.627777777777778,1. péssimo,3.4722222222222214
TO,1703867,CARIRI DO TOCANTINS,UNIÃO,15.68,73300,CARIRI DO TOCANTINS,TO,20.044444444444444,1. péssimo,-4.364444444444445
TO,1718709,RIO DOS BOIS,REPUBLICANOS,14.1,73415,RIO DOS BOIS,TO,24.104444444444447,1. péssimo,-10.004444444444447
TO,1712157,LAVANDEIRA,PSD,23.02,73601,LAVANDEIRA,TO,16.801111111111112,1. péssimo,6.218888888888888
TO,1709807,IPUEIRAS,PP,16.94,73598,IPUEIRAS,TO,15.688888888888888,1. péssimo,1.251111111111113
TO,1712702,MATEIROS,AGIR,NA,73270,MATEIROS,TO,15.47857142857143,1. péssimo,NA
TO,1719004,SANTA TEREZA DO TOCANTINS,REPUBLICANOS,14.1,92606,SANTA TEREZA DO TOCANTINS,TO,18.54111111111111,1. péssimo,-4.441111111111111
TO,1715705,PALMEIRANTE,REPUBLICANOS,14.1,73083,PALMEIRANTE,TO,26.43111111111111,2. ruim,-12.331111111111111
TO,1720937,TAIPAS DO TOCANTINS,REPUBLICANOS,14.1,73164,TAIPAS DO TOCANTINS,TO,17.85,1. péssimo,-3.7500000000000018
TO,1722081,WANDERLÂNDIA,UNIÃO,15.68,96652,WANDERLANDIA,TO,16.477777777777778,1. péssimo,-0.7977777777777781
TO,1718840,SANDOLÂNDIA,REPUBLICANOS,14.1,73156,SANDOLANDIA,TO,15.433333333333334,1. péssimo,-1.333333333333334
TO,1720655,SILVANÓPOLIS,PP,16.94,96598,SILVANOPOLIS,TO,17.106666666666666,1. péssimo,-0.1666666666666643
TO,1703891,CARRASCO BONITO,PP,16.94,73423,CARRASCO BONITO,TO,15.573333333333334,1. péssimo,1.3666666666666671
TO,1717503,PIUM,PP,16.94,95478,PIUM,TO,17.38,1. péssimo,-0.4399999999999977
TO,1718899,SANTA RITA DO TOCANTINS,PDT,56.75,73547,SANTA RITA DO TOCANTINS,TO,40.95375,2. ruim,15.79625
TO,1707306,DUERÉ,PDT,56.75,93475,DUERE,TO,27.55888888888889,2. ruim,29.19111111111111
TO,1713304,MIRANORTE,PL,7.85,94633,MIRANORTE,TO,12.927777777777777,1. péssimo,-5.0777777777777775
TO,1709500,GURUPI,UNIÃO,15.68,93858,GURUPI,TO,28.95,2. ruim,-13.27
TO,1710904,ITAPIRATINS,REPUBLICANOS,14.1,73202,ITAPIRATINS,TO,16.11,1. péssimo,-2.01
TO,1712405,LIZARDA,REPUBLICANOS,14.1,95699,LIZARDA,TO,28.72888888888889,2. ruim,-14.62888888888889
TO,1718006,PORTO ALEGRE DO TOCANTINS,PDT,56.75,92509,PORTO ALEGRE DO TOCANTINS,TO,28.24222222222222,2. ruim,28.50777777777778
TO,1706258,CRIXÁS DO TOCANTINS,REPUBLICANOS,14.1,73555,CRIXAS DO TOCANTINS,TO,12.24,1. péssimo,1.8599999999999994
TO,1715002,NOVA ROSALÂNDIA,REPUBLICANOS,14.1,92401,NOVA ROSALANDIA,TO,16.33111111111111,1. péssimo,-2.23111111111111
TO,1711951,LAGOA DO TOCANTINS,REPUBLICANOS,14.1,73113,LAGOA DO TOCANTINS,TO,15.573333333333334,1. péssimo,-1.4733333333333345
TO,1708254,TABOCÃO,PDT,56.75,73199,FORTALEZA DO TABOCAO,TO,39.25888888888889,2. ruim,17.49111111111111
TO,1718659,RIO DA CONCEIÇÃO,PT,73.72,73431,RIO DA CONCEICAO,TO,45.17111111111112,2. ruim,28.548888888888882
TO,1707009,DIANÓPOLIS,PT,73.72,93416,DIANOPOLIS,TO,29.869,2. ruim,43.851
TO,1703057,BANDEIRANTES DO TOCANTINS,REPUBLICANOS,14.1,73580,BANDEIRANTES DO TOCANTINS,TO,16.31888888888889,1. péssimo,-2.2188888888888894
TO,1718451,PUGMIL,UNIÃO,15.68,73571,PUGMIL,TO,12.324285714285715,1. péssimo,3.355714285714285
TO,1718402,PRESIDENTE KENNEDY,PP,16.94,96296,PRESIDENTE KENNEDY,TO,14.548333333333334,1. péssimo,2.3916666666666675
TO,1702158,ARAGUANÃ,PP,16.94,73318,ARAGUANA,TO,20.46888888888889,1. péssimo,-3.52888888888889
TO,1717206,PIRAQUÊ,REPUBLICANOS,14.1,73016,PIRAQUE,TO,34.14,2. ruim,-20.04
TO,1702000,ARAGUAÇU,PL,7.85,92398,ARAGUACU,TO,12.86125,1. péssimo,-5.01125
TO,1702208,ARAGUATINS,PP,16.94,92436,ARAGUATINS,TO,23.751538461538463,1. péssimo,-6.811538461538461
TO,1721109,TOCANTÍNIA,REPUBLICANOS,14.1,96199,TOCANTINIA,TO,38.77333333333333,2. ruim,-24.673333333333332
TO,1711902,LAGOA DA CONFUSÃO,UNIÃO,15.68,73385,LAGOA DA CONFUSAO,TO,18.203636363636363,1. péssimo,-2.5236363636363635
TO,1701002,ANANÁS,UNIÃO,15.68,92193,ANANAS,TO,24.093333333333334,1. péssimo,-8.413333333333334
TO,1707702,FILADÉLFIA,PP,16.94,93556,FILADELFIA,TO,29.002222222222223,2. ruim,-12.062222222222221
TO,1721257,TUPIRAMA,REPUBLICANOS,14.1,73458,TUPIRAMA,TO,15.362222222222222,1. péssimo,-1.2622222222222224
TO,1717800,PONTE ALTA DO BOM JESUS,REPUBLICANOS,14.1,95516,PONTE ALTA DO BOM JESUS,TO,24.576666666666668,1. péssimo,-10.476666666666668
TO,1703909,CASEARA,SOLIDARIEDADE,33.33,92088,CASEARA,TO,34.90222222222222,2. ruim,-1.5722222222222229
TO,1702406,ARRAIAS,REPUBLICANOS,14.1,92479,ARRAIAS,TO,26.276666666666667,2. ruim,-12.176666666666668
TO,1718881,SANTA MARIA DO TOCANTINS,REPUBLICANOS,14.1,73130,SANTA MARIA DO TOCANTINS,TO,14.593333333333334,1. péssimo,-0.49333333333333407
TO,1705607,CONCEIÇÃO DO TOCANTINS,PDT,56.75,93130,CONCEICAO DO TOCANTINS,TO,40.39888888888889,2. ruim,16.35111111111111
TO,1713205,MIRACEMA DO TOCANTINS,REPUBLICANOS,14.1,94617,MIRACEMA DO TOCANTINS,TO,33.43909090909091,2. ruim,-19.339090909090906
TO,1718865,SANTA FÉ DO ARAGUAIA,UNIÃO,15.68,73350,SANTA FE DO ARAGUAIA,TO,23.13222222222222,1. péssimo,-7.452222222222222
TO,1715150,NOVO ALEGRE,UNIÃO,15.68,73148,NOVO ALEGRE,TO,26.592222222222222,2. ruim,-10.912222222222223
TO,1703883,CARMOLÂNDIA,UNIÃO,15.68,73326,CARMOLANDIA,TO,16.50888888888889,1. péssimo,-0.8288888888888906
TO,1710706,ITAGUATINS,REPUBLICANOS,14.1,94099,ITAGUATINS,TO,25.366666666666667,2. ruim,-11.266666666666667
TO,1711100,ITAPORÃ DO TOCANTINS,REPUBLICANOS,14.1,94170,ITAPORA DO TOCANTINS,TO,16.448888888888888,1. péssimo,-2.3488888888888884
TO,1716703,COLMÉIA,REPUBLICANOS,14.1,95290,COLMEIA,TO,27.919999999999998,2. ruim,-13.819999999999999
TO,1718204,PORTO NACIONAL,UNIÃO,15.68,95591,PORTO NACIONAL,TO,16.033333333333335,1. péssimo,-0.3533333333333353
TO,1713601,MONTE DO CARMO,PDT,56.75,94692,MONTE DO CARMO,TO,17.254285714285714,1. péssimo,39.495714285714286
TO,1705557,COMBINADO,REPUBLICANOS,14.1,92142,COMBINADO,TO,16.236666666666668,1. péssimo,-2.1366666666666685
TO,1720101,SÃO BENTO DO TOCANTINS,PSD,23.02,73288,SAO BENTO DO TOCANTINS,TO,23.738888888888887,1. péssimo,-0.7188888888888876
TO,1705508,COLINAS DO TOCANTINS,UNIÃO,15.68,93114,COLINAS DO TOCANTINS,TO,22.223846153846154,1. péssimo,-6.543846153846154
TO,1714880,NOVA OLINDA,UNIÃO,15.68,96636,NOVA OLINDA,TO,20.191111111111113,1. péssimo,-4.511111111111113
TO,1702901,AXIXÁ DO TOCANTINS,UNIÃO,15.68,92576,AXIXA DO TOCANTINS,TO,21.66888888888889,1. péssimo,-5.988888888888891
TO,1703800,BURITI DO TOCANTINS,REPUBLICANOS,14.1,92045,BURITI DO TOCANTINS,TO,15.198888888888888,1. péssimo,-1.0988888888888884
TO,1703107,BARROLÂNDIA,UNIÃO,15.68,96997,BARROLANDIA,TO,25.642222222222223,2. ruim,-9.962222222222223
TO,1705102,CHAPADA DA NATIVIDADE,REPUBLICANOS,14.1,73482,CHAPADA DA NATIVIDADE,TO,25.04888888888889,2. ruim,-10.94888888888889
TO,1700707,ALVORADA,UNIÃO,15.68,92134,ALVORADA,TO,26.383333333333333,2. ruim,-10.703333333333333
TO,1713809,PALMEIRAS DO TOCANTINS,UNIÃO,15.68,73040,PALMEIRAS DO TOCANTINS,TO,29.754444444444445,2. ruim,-14.074444444444445
TO,1716109,PARAÍSO DO TOCANTINS,MDB,17.41,95192,PARAISO DO TOCANTINS,TO,18.90357142857143,1. péssimo,-1.4935714285714283
TO,1715101,NOVO ACORDO,PSDB,15.21,94994,NOVO ACORDO,TO,16.19333333333333,1. péssimo,-0.9833333333333307
TO,1709005,GOIATINS,REPUBLICANOS,14.1,95338,GOIATINS,TO,28.586666666666666,2. ruim,-14.486666666666666
TO,1700301,AGUIARNÓPOLIS,REPUBLICANOS,14.1,73512,AGUIARNOPOLIS,TO,15.293333333333333,1. péssimo,-1.1933333333333334
TO,1702109,ARAGUAÍNA,UNIÃO,15.68,92410,ARAGUAINA,TO,20.78157894736842,1. péssimo,-5.10157894736842
TO,1707108,DIVINÓPOLIS DO TOCANTINS,UNIÃO,15.68,92185,DIVINOPOLIS DO TOCANTINS,TO,32.602222222222224,2. ruim,-16.922222222222224
TO,1718758,RIO SONO,REPUBLICANOS,14.1,96792,RIO SONO,TO,16.641111111111112,1. péssimo,-2.541111111111112
TO,1702703,AURORA DO TOCANTINS,MDB,17.41,92533,AURORA DO TOCANTINS,TO,14.604444444444445,1. péssimo,2.8055555555555554
TO,1721307,TUPIRATINS,UNIÃO,15.68,73237,TUPIRATINS,TO,15.433333333333334,1. péssimo,0.24666666666666615
TO,1714203,NATIVIDADE,PP,16.94,94811,NATIVIDADE,TO,16.198888888888888,1. péssimo,0.7411111111111133
TO,1706001,COUTO MAGALHÃES,REPUBLICANOS,14.1,93211,COUTO MAGALHAES,TO,35.09,2. ruim,-20.990000000000002
TO,1707405,ESPERANTINA,UNIÃO,15.68,73296,ESPERANTINA,TO,21.907777777777778,1. péssimo,-6.227777777777778
TO,1720499,SÃO VALÉRIO,UNIÃO,15.68,92681,SAO VALERIO DA NATIVIDADE,TO,21.65125,1. péssimo,-5.971250000000001
TO,1709302,GUARAÍ,UNIÃO,15.68,96270,GUARAI,TO,20.982727272727274,1. péssimo,-5.3027272727272745
TO,1720804,SÍTIO NOVO DO TOCANTINS,UNIÃO,15.68,96130,SITIO NOVO DO TOCANTINS,TO,15.504444444444443,1. péssimo,0.17555555555555635
TO,1700400,ALMAS,PP,16.94,92070,ALMAS,TO,20.194444444444446,1. péssimo,-3.254444444444445
TO,1704105,CENTENÁRIO,REPUBLICANOS,14.1,73210,CENTENARIO,TO,12.71888888888889,1. péssimo,1.3811111111111103
TO,1712504,MARIANÓPOLIS DO TOCANTINS,PDT,56.75,92304,MARIANOPOLIS DO TOCANTINS,TO,19.560000000000002,1. péssimo,37.19
TO,1703826,CACHOEIRINHA,UNIÃO,15.68,73067,CACHOEIRINHA,TO,29.37,2. ruim,-13.690000000000001
TO,1703206,BERNARDO SAYÃO,REPUBLICANOS,14.1,92002,BERNARDO SAYAO,TO,26.18888888888889,2. ruim,-12.08888888888889
TO,1703305,BOM JESUS DO TOCANTINS,UNIÃO,15.68,73121,BOM JESUS DO TOCANTINS,TO,15.573333333333334,1. péssimo,0.10666666666666558
TO,1707553,FÁTIMA,UNIÃO,15.68,96830,FATIMA,TO,14.802222222222222,1. péssimo,0.8777777777777782
TO,1708205,FORMOSO DO ARAGUAIA,PSB,60.65,93653,FORMOSO DO ARAGUAIA,TO,29.23818181818182,2. ruim,31.41181818181818
TO,1716653,PEQUIZEIRO,UNIÃO,15.68,92487,PEQUIZEIRO,TO,23.06111111111111,1. péssimo,-7.38111111111111
TO,1701051,ANGICO,UNIÃO,15.68,73075,ANGICO,TO,15.117777777777778,1. péssimo,0.5622222222222213
TO,1720978,TALISMÃ,UNIÃO,15.68,73504,TALISMA,TO,18.608888888888888,1. péssimo,-2.9288888888888884
TO,1718303,PRAIA NORTE,PSD,23.02,92525,PRAIA NORTE,TO,17.833333333333332,1. péssimo,5.186666666666667
TO,1703842,CAMPOS LINDOS,REPUBLICANOS,14.1,73091,CAMPOS LINDOS,TO,16.353333333333335,1. péssimo,-2.2533333333333356
TO,1720259,SÃO SALVADOR DO TOCANTINS,REPUBLICANOS,14.1,73393,SAO SALVADOR DO TOCANTINS,TO,48.19,2. ruim,-34.089999999999996
TO,1716604,PEIXE,MDB,17.41,95273,PEIXE,TO,23.29222222222222,1. péssimo,-5.882222222222222
TO,1712009,LAJEADO,PSDB,15.21,73407,LAJEADO,TO,18,1. péssimo,-2.789999999999999
TO,1716307,PAU D'ARCO,REPUBLICANOS,14.1,73261,PAU D'ARCO,TO,26.35333333333333,2. ruim,-12.253333333333332
TO,1706100,CRISTALÂNDIA,UNIÃO,15.68,93238,CRISTALANDIA,TO,17.20888888888889,1. péssimo,-1.5288888888888899
TO,1716208,PARANÃ,REPUBLICANOS,14.1,95214,PARANA,TO,22.616666666666667,1. péssimo,-8.516666666666667
TO,1712801,MAURILÂNDIA DO TOCANTINS,UNIÃO,15.68,73059,MAURILANDIA DO TOCANTINS,TO,19.787777777777777,1. péssimo,-4.107777777777777
TO,1700350,ALIANÇA DO TOCANTINS,REPUBLICANOS,14.1,96954,ALIANCA DO TOCANTINS,TO,27.326666666666668,2. ruim,-13.226666666666668
TO,1720002,SANTA TEREZINHA DO TOCANTINS,REPUBLICANOS,14.1,73539,SANTA TEREZINHA DO TOCANTINS,TO,14.626666666666667,1. péssimo,-0.5266666666666673
AM,1302603,MANAUS,AVANTE,33.86,02550,MANAUS,AM,24.08942857142857,1. péssimo,9.77057142857143
MA,2105302,IMPERATRIZ,PP,16.94,08036,IMPERATRIZ,MA,27.782105263157895,2. ruim,-10.842105263157894
MT,5103403,CUIABÁ,PL,7.85,90670,CUIABA,MT,29.99923076923077,2. ruim,-22.14923076923077
PA,1501402,BELÉM,MDB,17.41,04278,BELEM,PA,33.68714285714286,2. ruim,-16.27714285714286
PA,1501402,BELÉM,MDB,17.41,04278,BELEM,PA,33.68714285714286,2. ruim,-16.27714285714286
RO,1100205,PORTO VELHO,PODE,20.7,00035,PORTO VELHO,RO,17.060526315789474,1. péssimo,3.6394736842105253
TO,1721000,PALMAS,PODE,20.7,73440,PALMAS,TO,20.523478260869567,1. péssimo,0.17652173913043256
